,index,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,0,1,2
4649,108253,108254,1,50,1,28.0,0,1,22082.0,124.0,99,0,1,0,0
4650,231430,231431,0,29,1,35.0,1,0,44027.0,152.0,126,0,0,1,0
4651,315275,315276,1,22,1,45.0,0,1,24894.0,152.0,254,0,0,1,0
4652,228717,228718,0,23,1,24.0,0,1,30172.0,124.0,229,0,0,1,0
4653,279483,279484,0,32,1,6.0,1,0,41254.0,152.0,298,0,0,1,0
4654,302741,302742,1,66,1,9.0,0,1,41672.0,26.0,81,0,0,0,1
4655,373591,373592,0,28,1,1.0,0,0,2630.0,152.0,206,0,0,1,0
4656,140584,140585,0,22,1,46.0,1,0,2630.0,152.0,39,0,0,1,0
4657,132347,132348,1,47,1,28.0,0,1,32909.0,124.0,249,1,1,0,0
4658,327397,327398,0,48,1,28.0,1,0,50644.0,13.0,280,0,1,0,0
4659,335730,335731,1,54,1,8.0,0,1,62171.0,26.0,160,0,1,0,0
4660,180936,180937,1,67,1,28.0,0,1,50759.0,26.0,143,0,0,0,1
4661,254724,254725,0,21,1,41.0,1,0,38896.0,160.0,124,0,0,1,0
4662,118906,118907,1,58,1,28.0,0,1,30296.0,124.0,162,0,1,0,0
4663,131506,131507,1,49,1,46.0,0,1,38176.0,26.0,186,0,1,0,0
4664,57414,57415,0,21,1,36.0,0,1,35748.0,152.0,31,0,0,1,0
4665,111284,111285,1,73,1,28.0,0,1,23656.0,156.0,255,0,1,0,0
4666,215532,215533,0,46,1,8.0,0,1,48137.0,124.0,124,1,1,0,0
4667,162202,162203,1,58,1,11.0,0,1,2630.0,116.0,171,0,1,0,0
4668,42008,42009,1,42,1,28.0,0,1,32405.0,124.0,208,0,1,0,0
4669,249203,249204,1,26,1,12.0,1,0,27670.0,152.0,68,0,0,1,0
4670,49009,49010,1,32,1,30.0,0,1,22917.0,152.0,282,0,0,1,0
4671,349492,349493,1,44,1,31.0,1,1,2630.0,124.0,177,0,1,0,0
4672,370321,370322,1,60,1,28.0,1,1,52679.0,25.0,289,0,1,0,0
4673,308657,308658,0,23,1,8.0,1,0,37869.0,152.0,243,0,0,1,0
4674,210187,210188,1,38,1,28.0,0,1,28980.0,124.0,80,0,1,0,0
4675,71140,71141,1,44,1,33.0,0,1,25103.0,124.0,220,0,1,0,0
4676,90734,90735,1,54,1,8.0,0,1,2630.0,25.0,140,0,1,0,0
4677,153229,153230,0,20,1,7.0,0,1,2630.0,160.0,183,0,0,1,0
4678,231899,231900,1,23,1,27.0,1,0,24368.0,152.0,116,0,0,1,0
4679,289484,289485,1,25,1,11.0,1,0,26978.0,152.0,31,0,0,1,0
4680,175731,175732,1,46,1,28.0,0,1,42565.0,124.0,45,1,1,0,0
4681,183498,183499,0,50,1,8.0,1,0,31109.0,124.0,129,0,1,0,0
4682,131910,131911,0,52,1,43.0,1,0,36784.0,26.0,13,0,1,0,0
4683,374084,374085,1,21,1,34.0,0,1,27755.0,152.0,234,0,0,1,0
4684,265177,265178,1,25,1,10.0,1,0,28971.0,152.0,261,0,0,1,0
4685,300736,300737,0,42,1,3.0,1,1,24037.0,124.0,115,0,1,0,0
4686,27860,27861,1,45,1,30.0,1,0,2630.0,163.0,293,0,1,0,0
4687,317355,317356,1,63,1,28.0,0,1,34330.0,26.0,50,1,1,0,0
4688,72213,72214,1,55,1,28.0,0,1,30553.0,124.0,10,1,1,0,0
4689,89129,89130,0,38,1,28.0,0,1,43387.0,26.0,296,0,0,0,1
4690,248379,248380,0,66,1,50.0,0,0,48497.0,26.0,233,0,1,0,0
4691,12552,12553,0,22,1,30.0,1,0,51061.0,152.0,27,0,0,1,0
4692,144370,144371,1,44,1,8.0,0,1,40353.0,124.0,77,1,1,0,0
4693,185087,185088,0,21,1,8.0,1,0,37827.0,160.0,56,0,0,1,0
4694,55421,55422,1,23,1,41.0,1,0,19143.0,152.0,223,0,0,1,0
4695,243461,243462,0,23,1,8.0,0,1,35442.0,152.0,176,0,0,1,0
4696,311403,311404,0,24,1,8.0,1,0,39043.0,152.0,41,0,0,1,0
4697,84360,84361,1,49,1,28.0,0,1,2630.0,124.0,188,1,1,0,0
4698,5169,5170,0,25,1,17.0,1,0,40428.0,152.0,102,0,0,1,0
4699,94441,94442,0,28,1,35.0,1,0,21071.0,152.0,180,0,0,1,0
4700,314600,314601,0,66,1,7.0,1,1,35442.0,156.0,145,0,1,0,0
4701,183641,183642,1,34,1,28.0,0,1,47926.0,124.0,132,0,1,0,0
4702,55088,55089,1,44,1,46.0,0,1,2630.0,26.0,83,0,1,0,0
4703,35985,35986,0,62,1,8.0,0,1,39607.0,124.0,172,0,1,0,0
4704,277030,277031,0,38,1,3.0,1,0,24702.0,124.0,147,0,1,0,0
4705,82724,82725,0,25,1,11.0,0,1,27469.0,152.0,18,0,0,1,0
4706,11445,11446,1,66,1,28.0,0,1,2630.0,124.0,157,0,0,0,1
4707,211776,211777,0,25,1,20.0,1,0,2630.0,152.0,167,0,0,1,0
4708,93947,93948,0,61,1,28.0,1,0,24277.0,26.0,212,0,1,0,0
4709,138695,138696,1,33,1,50.0,0,1,2630.0,156.0,104,0,0,1,0
4710,231047,231048,1,54,1,28.0,0,1,49162.0,26.0,194,0,1,0,0
4711,58218,58219,1,59,1,6.0,0,1,29459.0,163.0,59,1,1,0,0
4712,55821,55822,1,23,1,29.0,1,0,39717.0,26.0,114,0,0,1,0
4713,215081,215082,0,33,1,28.0,0,1,33179.0,124.0,16,1,0,1,0
4714,265240,265241,0,48,1,8.0,1,1,2630.0,26.0,69,0,1,0,0
4715,124865,124866,1,25,1,14.0,1,0,24483.0,152.0,209,0,0,1,0
4716,220641,220642,1,39,1,37.0,0,1,28396.0,152.0,45,0,1,0,0
4717,375447,375448,0,42,1,12.0,0,0,25339.0,156.0,174,1,1,0,0
4718,121169,121170,0,24,1,28.0,0,1,22836.0,152.0,199,0,0,1,0
4719,256212,256213,1,49,1,28.0,1,0,31309.0,61.0,33,0,1,0,0
4720,90449,90450,1,22,1,15.0,1,0,23061.0,160.0,60,0,0,1,0
4721,108002,108003,0,42,1,8.0,0,1,24324.0,7.0,103,0,1,0,0
4722,79977,79978,1,24,1,17.0,1,0,2630.0,152.0,131,0,0,1,0
4723,365096,365097,0,23,1,46.0,1,0,24436.0,160.0,194,0,0,1,0
4724,162939,162940,0,33,1,28.0,0,0,2630.0,124.0,130,0,1,0,0
4725,331255,331256,0,62,1,33.0,1,0,40988.0,124.0,154,0,1,0,0
4726,170947,170948,0,45,1,17.0,0,1,39134.0,26.0,185,0,1,0,0
4727,33240,33241,0,58,1,28.0,0,0,39232.0,26.0,161,0,1,0,0
4728,169650,169651,0,25,1,11.0,1,0,29957.0,152.0,204,0,0,1,0
4729,353674,353675,1,44,1,28.0,0,1,2630.0,26.0,146,1,1,0,0
4730,220485,220486,1,46,1,47.0,0,1,39466.0,26.0,216,0,1,0,0
4731,130450,130451,0,23,1,28.0,0,1,29819.0,160.0,16,0,0,1,0
4732,218748,218749,0,60,1,45.0,0,1,2630.0,26.0,119,0,1,0,0
4733,325719,325720,1,27,1,8.0,1,0,52188.0,152.0,172,0,0,1,0
4734,75559,75560,1,27,1,11.0,0,1,2630.0,26.0,142,1,0,1,0
4735,298590,298591,0,42,1,31.0,1,0,2630.0,152.0,94,0,1,0,0
4736,351195,351196,0,27,1,16.0,1,0,18707.0,152.0,215,0,0,1,0
4737,318086,318087,1,24,1,18.0,0,0,2630.0,124.0,27,0,1,0,0
4738,22836,22837,1,22,1,26.0,0,1,37834.0,152.0,130,0,0,1,0
4739,364602,364603,1,45,1,28.0,0,1,31129.0,26.0,176,0,1,0,0
4740,237845,237846,0,24,1,47.0,1,0,25064.0,152.0,197,0,0,1,0
4741,265051,265052,0,51,1,37.0,0,0,29210.0,26.0,224,0,1,0,0
4742,86781,86782,0,28,1,11.0,1,0,28868.0,160.0,72,0,0,1,0
4743,5984,5985,1,51,1,28.0,1,1,34535.0,26.0,58,0,1,0,0
4744,326909,326910,1,31,1,36.0,0,1,43998.0,152.0,259,0,0,1,0
4745,69014,69015,1,23,1,29.0,1,0,29837.0,152.0,193,0,0,1,0
4746,145081,145082,0,50,1,8.0,0,1,49874.0,26.0,219,1,1,0,0
4747,139736,139737,0,36,1,8.0,0,1,38337.0,124.0,246,0,1,0,0
4748,140721,140722,1,70,1,23.0,0,1,27500.0,124.0,284,0,1,0,0
4749,360257,360258,1,41,1,28.0,0,1,31979.0,124.0,233,1,1,0,0
4750,315395,315396,1,25,1,8.0,1,0,54076.0,152.0,93,0,0,1,0
4751,316029,316030,1,72,1,1.0,1,0,2630.0,26.0,271,0,1,0,0
4752,371699,371700,0,23,1,30.0,1,0,37039.0,152.0,216,0,0,1,0
4753,343640,343641,0,27,1,30.0,1,0,32238.0,152.0,235,0,0,1,0
4754,262740,262741,0,24,1,8.0,1,0,31602.0,152.0,270,0,0,1,0
4755,146346,146347,0,73,1,33.0,0,0,35578.0,124.0,58,0,1,0,0
4756,160780,160781,0,21,1,41.0,0,1,42165.0,26.0,77,0,1,0,0
4757,125158,125159,0,39,1,28.0,0,1,43615.0,26.0,64,0,1,0,0
4758,318373,318374,1,44,1,18.0,0,1,20242.0,124.0,222,0,0,0,1
4759,147382,147383,0,22,1,50.0,1,0,41455.0,152.0,58,0,0,1,0
4760,337490,337491,1,40,1,28.0,0,1,36064.0,122.0,112,1,1,0,0
4761,62306,62307,0,23,1,45.0,1,0,25126.0,26.0,104,0,0,1,0
4762,248623,248624,0,36,1,3.0,0,1,2630.0,156.0,211,1,1,0,0
4763,240451,240452,0,48,1,28.0,0,1,30041.0,13.0,169,0,1,0,0
4764,198758,198759,0,34,1,28.0,1,0,21971.0,124.0,39,0,1,0,0
4765,267450,267451,1,59,1,37.0,1,1,34405.0,26.0,94,0,1,0,0
4766,63668,63669,1,49,1,28.0,0,0,2630.0,124.0,212,0,1,0,0
4767,12767,12768,0,29,1,8.0,0,1,64586.0,26.0,20,1,1,0,0
4768,121114,121115,1,24,1,6.0,1,0,23838.0,152.0,243,0,0,1,0
4769,203484,203485,1,46,1,35.0,1,0,19597.0,26.0,226,0,1,0,0
4770,232976,232977,0,26,1,14.0,0,1,2630.0,152.0,199,0,0,1,0
4771,179340,179341,1,42,1,2.0,1,0,34332.0,26.0,184,0,1,0,0
4772,303582,303583,0,46,1,28.0,0,1,45686.0,122.0,216,1,1,0,0
4773,332413,332414,0,40,1,0.0,0,1,2630.0,26.0,101,0,1,0,0
4774,237971,237972,1,57,1,39.0,0,1,32003.0,26.0,229,0,1,0,0
4775,179827,179828,1,26,1,41.0,1,0,63925.0,160.0,65,0,0,1,0
4776,359315,359316,0,29,1,46.0,1,0,39491.0,160.0,245,0,0,1,0
4777,239798,239799,1,24,1,46.0,1,0,25724.0,152.0,141,0,0,1,0
4778,96966,96967,1,24,1,15.0,0,0,39290.0,151.0,87,0,0,1,0
4779,345166,345167,1,57,1,13.0,0,1,35116.0,26.0,295,0,1,0,0
4780,76676,76677,0,25,1,8.0,0,1,30444.0,152.0,15,0,0,1,0
4781,279380,279381,0,23,1,36.0,1,0,36143.0,151.0,131,0,0,1,0
4782,138316,138317,1,22,1,32.0,1,0,23757.0,152.0,19,0,0,1,0
4783,127791,127792,1,26,1,4.0,1,0,31840.0,152.0,77,0,0,1,0
4784,9106,9107,1,27,1,36.0,1,0,31116.0,152.0,290,0,0,1,0
4785,214155,214156,0,25,1,15.0,0,1,28179.0,152.0,78,0,0,1,0
4786,147318,147319,1,24,1,28.0,1,0,2630.0,157.0,133,0,1,0,0
4787,248661,248662,1,26,1,48.0,0,1,2630.0,152.0,249,0,0,1,0
4788,14613,14614,0,43,1,8.0,0,1,56626.0,154.0,189,0,1,0,0
4789,315537,315538,1,47,1,19.0,0,1,31860.0,26.0,10,1,1,0,0
4790,139044,139045,0,43,1,28.0,0,1,35797.0,124.0,262,0,1,0,0
4791,221209,221210,0,38,1,28.0,0,1,30521.0,26.0,78,0,0,0,1
4792,141397,141398,1,24,1,22.0,0,1,43885.0,152.0,144,0,0,1,0
4793,219415,219416,1,29,1,2.0,0,1,33567.0,154.0,80,0,1,0,0
4794,19933,19934,1,73,1,41.0,0,0,32636.0,12.0,121,0,1,0,0
4795,348661,348662,1,44,1,6.0,1,0,29012.0,26.0,127,0,1,0,0
4796,355447,355448,1,27,1,41.0,0,1,65431.0,124.0,34,0,1,0,0
4797,348939,348940,0,43,1,28.0,0,1,30384.0,26.0,174,0,1,0,0
4798,92119,92120,1,34,1,28.0,0,1,37180.0,124.0,183,1,1,0,0
4799,289234,289235,0,24,1,33.0,1,0,36973.0,152.0,126,0,0,1,0
4800,232132,232133,1,28,1,35.0,0,1,2630.0,160.0,209,0,0,1,0
4801,199372,199373,0,21,1,50.0,1,0,27437.0,152.0,243,0,0,1,0
4802,176912,176913,1,53,1,28.0,0,1,34656.0,26.0,134,1,0,0,1
4803,298662,298663,1,44,1,28.0,1,0,53388.0,26.0,54,0,1,0,0
4804,139221,139222,1,27,1,50.0,0,0,33699.0,152.0,261,0,0,1,0
4805,191052,191053,1,41,1,29.0,0,1,2630.0,124.0,48,0,1,0,0
4806,294025,294026,0,52,1,46.0,1,0,20521.0,152.0,153,0,1,0,0
4807,125320,125321,1,49,1,41.0,0,1,33023.0,26.0,14,0,1,0,0
4808,149778,149779,0,30,1,15.0,0,1,26238.0,152.0,61,0,0,1,0
4809,250237,250238,0,47,1,8.0,0,1,45680.0,26.0,51,0,1,0,0
4810,216126,216127,1,21,1,8.0,1,0,43782.0,152.0,175,0,0,1,0
4811,81735,81736,1,23,1,12.0,1,0,25792.0,26.0,185,0,0,1,0
4812,377520,377521,0,42,1,15.0,0,1,69079.0,14.0,258,0,1,0,0
4813,151485,151486,1,44,1,11.0,1,0,2630.0,26.0,121,0,1,0,0
4814,178448,178449,0,21,1,45.0,1,0,39003.0,160.0,65,0,0,1,0
4815,133085,133086,1,23,1,36.0,0,0,23848.0,152.0,259,0,0,1,0
4816,222460,222461,1,30,1,28.0,0,0,2630.0,124.0,249,0,1,0,0
4817,212756,212757,0,45,1,28.0,0,1,37841.0,26.0,66,0,1,0,0
4818,107446,107447,1,30,1,9.0,0,1,31100.0,124.0,281,0,0,1,0
4819,291379,291380,0,56,1,36.0,1,0,27593.0,152.0,257,0,1,0,0
4820,338395,338396,0,23,1,50.0,0,1,43808.0,152.0,221,0,0,1,0
4821,289053,289054,1,73,1,28.0,1,0,52388.0,124.0,157,0,1,0,0
4822,176430,176431,0,24,1,33.0,1,0,30871.0,152.0,203,0,0,1,0
4823,65302,65303,1,45,1,28.0,0,0,84268.0,124.0,238,0,1,0,0
4824,207290,207291,1,24,1,29.0,1,0,27022.0,152.0,100,0,0,1,0
4825,248345,248346,1,54,1,48.0,0,1,2630.0,163.0,69,0,1,0,0
4826,179164,179165,0,43,1,28.0,0,1,32390.0,122.0,212,1,1,0,0
4827,46749,46750,1,66,1,15.0,0,1,38080.0,26.0,107,0,1,0,0
4828,162667,162668,1,39,1,48.0,1,0,2630.0,124.0,204,0,1,0,0
4829,215422,215423,0,41,1,47.0,1,0,31051.0,113.0,109,0,1,0,0
4830,164320,164321,1,43,1,8.0,0,1,34224.0,26.0,26,0,1,0,0
4831,111715,111716,0,40,1,8.0,0,1,39018.0,124.0,162,0,1,0,0
4832,157306,157307,1,21,1,3.0,0,1,38524.0,160.0,10,0,0,1,0
4833,128211,128212,1,33,1,28.0,0,0,41081.0,152.0,254,0,0,1,0
4834,12585,12586,1,26,1,28.0,1,0,39153.0,152.0,290,0,0,1,0
4835,221732,221733,1,47,1,36.0,0,1,2630.0,124.0,51,0,1,0,0
4836,38566,38567,1,64,1,8.0,1,0,42429.0,26.0,88,0,1,0,0
4837,222107,222108,1,30,1,28.0,1,0,54465.0,152.0,153,0,0,1,0
4838,14575,14576,0,24,1,6.0,0,0,19142.0,152.0,71,0,0,1,0
4839,176889,176890,0,27,1,23.0,0,1,30953.0,124.0,170,0,0,1,0
4840,170025,170026,0,54,1,8.0,1,0,54907.0,26.0,68,0,1,0,0
4841,153565,153566,0,30,1,21.0,1,0,48712.0,152.0,282,0,0,1,0
4842,291615,291616,0,35,1,28.0,0,1,106396.0,157.0,86,1,1,0,0
4843,37100,37101,0,24,1,28.0,0,1,26369.0,160.0,11,0,0,1,0
4844,357020,357021,0,25,1,29.0,1,0,2630.0,152.0,101,0,0,1,0
4845,16821,16822,0,38,1,28.0,0,1,2630.0,158.0,29,1,1,0,0
4846,319444,319445,0,53,1,28.0,0,1,28677.0,124.0,140,0,1,0,0
4847,330601,330602,1,69,1,48.0,0,1,2630.0,15.0,60,0,0,0,1
4848,373101,373102,0,28,1,32.0,1,0,29505.0,152.0,191,0,0,1,0
4849,362994,362995,1,22,1,46.0,1,0,43544.0,152.0,13,0,0,1,0
4850,213835,213836,0,33,1,28.0,0,1,53644.0,26.0,118,1,1,0,0
4851,69613,69614,1,23,1,4.0,1,1,25245.0,152.0,289,0,0,1,0
4852,304880,304881,1,50,1,28.0,0,1,39264.0,124.0,96,0,1,0,0
4853,183065,183066,0,36,1,29.0,0,1,16521.0,154.0,209,1,1,0,0
4854,57616,57617,0,60,1,28.0,0,1,45121.0,24.0,28,0,1,0,0
4855,377108,377109,1,39,1,9.0,1,0,46143.0,125.0,158,0,1,0,0
4856,271423,271424,0,23,1,2.0,1,0,26663.0,152.0,277,0,0,1,0
4857,183924,183925,1,59,0,39.0,1,0,29707.0,124.0,234,0,1,0,0
4858,141675,141676,1,57,1,46.0,0,1,37158.0,30.0,208,0,1,0,0
4859,180303,180304,0,23,1,7.0,1,0,30633.0,26.0,165,0,0,1,0
4860,364666,364667,1,25,1,33.0,0,1,39015.0,152.0,69,0,0,1,0
4861,298415,298416,0,44,1,28.0,0,1,47880.0,124.0,242,0,1,0,0
4862,93381,93382,1,25,1,8.0,1,0,2630.0,152.0,238,0,0,1,0
4863,48131,48132,1,30,1,9.0,1,0,28020.0,152.0,175,0,0,1,0
4864,8608,8609,1,35,1,46.0,0,1,34747.0,124.0,129,1,1,0,0
4865,377360,377361,0,24,1,47.0,0,1,20836.0,160.0,263,0,0,1,0
4866,378592,378593,1,39,1,28.0,1,0,24421.0,124.0,158,0,1,0,0
4867,340383,340384,0,22,1,40.0,0,1,36410.0,160.0,50,1,0,1,0
4868,56058,56059,1,56,1,28.0,0,1,56434.0,26.0,194,1,0,0,1
4869,352827,352828,0,23,1,3.0,1,0,58340.0,152.0,133,0,0,1,0
4870,132937,132938,0,25,1,28.0,1,0,58126.0,152.0,57,0,0,1,0
4871,340105,340106,1,20,1,7.0,0,1,37302.0,160.0,65,0,0,1,0
4872,213067,213068,0,63,1,28.0,0,1,35243.0,154.0,163,0,1,0,0
4873,279472,279473,0,23,1,30.0,1,0,29228.0,152.0,226,0,0,1,0
4874,247820,247821,0,65,0,28.0,0,1,50461.0,26.0,257,0,1,0,0
4875,296850,296851,1,30,1,28.0,0,1,72421.0,152.0,23,1,0,1,0
4876,48721,48722,1,47,1,29.0,0,1,41254.0,124.0,82,0,1,0,0
4877,24705,24706,1,43,1,8.0,0,1,34447.0,26.0,200,0,1,0,0
4878,244731,244732,1,29,1,21.0,0,1,28573.0,124.0,186,0,0,1,0
4879,296099,296100,1,43,1,35.0,0,1,2630.0,124.0,143,1,1,0,0
4880,123270,123271,1,28,1,45.0,1,0,22059.0,152.0,25,0,0,1,0
4881,6256,6257,1,73,1,28.0,1,0,35018.0,26.0,22,0,1,0,0
4882,276036,276037,1,30,1,48.0,0,1,2630.0,156.0,293,0,1,0,0
4883,153378,153379,0,26,1,41.0,1,0,41076.0,152.0,201,0,0,1,0
4884,213240,213241,1,60,1,28.0,0,1,51015.0,124.0,141,0,1,0,0
4885,130288,130289,0,35,1,41.0,0,0,37455.0,156.0,194,0,1,0,0
4886,75893,75894,1,28,1,41.0,1,0,43679.0,152.0,280,0,0,1,0
4887,64791,64792,1,25,1,8.0,1,0,53812.0,152.0,47,0,0,1,0
4888,377723,377724,0,21,1,15.0,0,0,36284.0,152.0,135,0,0,1,0
4889,78516,78517,0,27,1,27.0,0,0,38121.0,152.0,228,0,0,1,0
4890,269396,269397,1,47,1,24.0,0,1,35381.0,124.0,211,1,1,0,0
4891,16502,16503,1,41,1,28.0,0,0,38119.0,26.0,50,0,1,0,0
4892,298845,298846,0,26,1,4.0,1,0,29410.0,152.0,290,0,0,1,0
4893,20329,20330,1,42,1,46.0,0,1,23940.0,124.0,244,0,1,0,0
4894,315694,315695,0,22,1,45.0,0,0,29601.0,160.0,189,1,0,1,0
4895,314969,314970,0,35,1,28.0,0,0,30430.0,124.0,35,0,1,0,0
4896,143554,143555,1,20,1,24.0,0,1,25512.0,160.0,18,0,0,1,0
4897,298124,298125,1,29,1,28.0,0,1,39489.0,154.0,152,0,1,0,0
4898,332652,332653,1,65,1,30.0,0,1,19014.0,26.0,39,0,1,0,0
4899,264161,264162,0,25,1,8.0,0,1,43748.0,26.0,158,0,0,1,0
4900,289986,289987,0,42,1,45.0,0,1,26340.0,157.0,46,0,1,0,0
4901,76923,76924,1,55,1,29.0,0,1,43660.0,26.0,105,1,1,0,0
4902,195092,195093,0,24,1,14.0,1,0,37032.0,152.0,216,0,0,1,0
4903,223921,223922,0,23,1,46.0,1,0,37965.0,160.0,92,0,0,1,0
4904,178273,178274,0,30,1,47.0,0,0,27433.0,152.0,46,0,0,1,0
4905,54969,54970,1,22,1,8.0,1,0,33314.0,152.0,66,0,0,1,0
4906,283671,283672,1,28,1,46.0,1,1,30892.0,160.0,215,0,0,1,0
4907,41771,41772,0,47,1,33.0,1,1,2630.0,156.0,194,0,1,0,0
4908,289277,289278,1,70,1,28.0,0,1,39452.0,52.0,115,0,0,0,1
4909,179557,179558,0,54,1,46.0,1,0,28135.0,124.0,233,0,1,0,0
4910,73364,73365,0,61,1,48.0,1,0,2630.0,124.0,196,0,1,0,0
4911,359783,359784,1,27,1,28.0,1,0,33223.0,152.0,220,0,0,1,0
4912,15297,15298,1,44,1,33.0,0,1,25086.0,154.0,100,0,1,0,0
4913,143177,143178,1,44,1,28.0,0,1,2630.0,154.0,63,0,0,0,1
4914,166200,166201,1,23,1,14.0,1,0,36873.0,26.0,283,0,0,1,0
4915,379793,379794,1,43,1,50.0,0,1,2630.0,30.0,147,0,1,0,0
4916,209329,209330,1,39,1,40.0,0,1,61028.0,124.0,294,1,1,0,0
4917,284781,284782,0,42,1,3.0,0,1,27044.0,26.0,247,0,1,0,0
4918,340900,340901,0,39,1,30.0,0,1,29076.0,26.0,217,0,1,0,0
4919,94756,94757,0,27,1,36.0,0,1,27715.0,152.0,295,0,0,1,0
4920,36325,36326,1,23,1,12.0,1,0,26051.0,152.0,79,0,0,1,0
4921,235626,235627,0,45,1,28.0,1,0,26531.0,124.0,32,0,1,0,0
4922,5369,5370,0,68,1,28.0,0,1,49717.0,122.0,187,0,1,0,0
4923,62814,62815,1,23,1,15.0,0,0,27120.0,152.0,13,0,0,1,0
4924,368682,368683,0,39,1,28.0,0,1,41040.0,24.0,221,1,0,0,1
4925,116376,116377,1,31,1,50.0,1,0,33514.0,152.0,250,0,0,1,0
4926,130535,130536,1,59,1,28.0,1,0,35757.0,37.0,43,0,1,0,0
4927,72824,72825,0,77,1,23.0,0,1,27122.0,26.0,115,0,1,0,0
4928,240694,240695,0,56,1,33.0,1,0,28625.0,163.0,136,0,1,0,0
4929,223998,223999,1,22,1,2.0,1,1,2630.0,160.0,156,0,0,1,0
4930,342466,342467,0,20,1,11.0,1,0,27864.0,160.0,39,0,0,1,0
4931,221390,221391,0,28,1,8.0,0,1,26645.0,152.0,127,0,0,1,0
4932,27820,27821,1,43,1,15.0,1,0,42721.0,124.0,50,0,1,0,0
4933,131871,131872,1,48,1,28.0,0,1,26328.0,25.0,256,0,0,0,1
4934,342044,342045,1,47,1,6.0,1,0,2630.0,156.0,34,0,1,0,0
4935,171260,171261,1,23,1,15.0,1,0,48922.0,152.0,203,0,0,1,0
4936,302866,302867,1,33,1,44.0,1,0,23227.0,152.0,58,0,0,1,0
4937,269069,269070,0,23,1,50.0,0,1,35936.0,152.0,222,0,0,1,0
4938,149420,149421,0,22,1,15.0,0,1,36230.0,152.0,196,0,0,1,0
4939,252927,252928,1,54,1,8.0,1,0,43373.0,26.0,28,0,1,0,0
4940,128197,128198,1,22,1,33.0,0,1,34399.0,26.0,141,1,0,1,0
4941,268271,268272,1,76,1,20.0,0,1,2630.0,26.0,261,0,1,0,0
4942,87548,87549,1,72,1,28.0,0,1,45530.0,26.0,103,0,1,0,0
4943,41630,41631,0,45,1,28.0,0,1,60389.0,3.0,68,0,1,0,0
4944,217202,217203,1,25,1,41.0,1,0,26951.0,152.0,299,0,0,1,0
4945,217128,217129,1,22,1,10.0,1,1,28694.0,152.0,299,0,0,1,0
4946,28314,28315,0,23,1,14.0,1,0,21782.0,152.0,153,0,0,1,0
4947,322468,322469,1,64,1,8.0,0,1,2630.0,25.0,148,0,1,0,0
4948,149153,149154,0,41,1,28.0,0,1,33060.0,154.0,92,0,1,0,0
4949,218996,218997,0,27,1,28.0,1,0,32537.0,152.0,58,0,0,1,0
4950,126680,126681,1,29,1,46.0,1,1,26949.0,154.0,49,0,0,1,0
4951,247886,247887,1,51,1,45.0,1,0,27543.0,124.0,213,0,1,0,0
4952,352946,352947,1,23,1,15.0,0,1,32823.0,152.0,63,0,0,1,0
4953,349876,349877,0,59,1,21.0,1,0,2630.0,160.0,249,0,1,0,0
4954,29674,29675,1,40,1,47.0,1,0,34979.0,16.0,163,0,1,0,0
4955,62717,62718,0,23,1,36.0,0,1,37260.0,152.0,116,0,0,1,0
4956,290125,290126,0,23,1,10.0,0,1,41674.0,152.0,289,0,0,1,0
4957,372836,372837,0,33,1,15.0,1,0,34897.0,152.0,48,0,0,1,0
4958,2771,2772,1,23,1,46.0,1,0,32299.0,160.0,166,0,0,1,0
4959,242491,242492,1,25,1,8.0,1,0,39899.0,152.0,26,0,0,1,0
4960,239171,239172,0,25,1,50.0,1,0,2630.0,152.0,242,0,0,1,0
4961,188457,188458,1,77,1,28.0,0,1,51266.0,26.0,258,0,1,0,0
4962,198745,198746,1,44,1,28.0,0,1,48810.0,124.0,209,0,1,0,0
4963,131465,131466,1,51,1,8.0,0,1,2630.0,26.0,291,1,1,0,0
4964,89783,89784,1,56,1,46.0,1,0,35113.0,124.0,278,0,1,0,0
4965,226422,226423,1,41,1,48.0,0,1,2630.0,122.0,105,0,0,0,1
4966,334414,334415,1,45,1,50.0,0,1,27490.0,124.0,128,0,1,0,0
4967,190635,190636,1,30,1,11.0,1,0,31128.0,152.0,138,0,0,1,0
4968,273026,273027,0,49,1,28.0,1,0,39784.0,124.0,190,0,1,0,0
4969,101456,101457,1,31,1,41.0,0,1,67610.0,156.0,235,0,0,1,0
4970,306825,306826,1,23,1,37.0,0,1,2630.0,156.0,89,0,1,0,0
4971,222338,222339,1,38,1,8.0,1,0,87666.0,160.0,24,0,1,0,0
4972,178601,178602,0,24,1,15.0,0,1,48341.0,26.0,98,0,0,1,0
4973,144125,144126,1,44,1,28.0,0,1,47026.0,26.0,97,1,1,0,0
4974,144260,144261,0,67,1,28.0,0,1,36480.0,125.0,198,0,1,0,0
4975,106141,106142,1,39,1,41.0,0,1,2630.0,157.0,269,1,1,0,0
4976,252200,252201,1,57,1,28.0,0,1,40485.0,124.0,85,0,1,0,0
4977,270346,270347,0,25,1,15.0,1,1,38763.0,152.0,98,0,0,1,0
4978,358207,358208,1,41,1,41.0,0,1,33801.0,124.0,102,1,1,0,0
4979,307804,307805,1,22,1,8.0,1,0,47388.0,152.0,139,0,0,1,0
