,enrollee_id,city_development_index,training_hours,target,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job
1550,28418,0.92,33,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,0.0
1551,26477,0.855,240,0.0,95.0,1.0,0.0,0.0,0.0,5.0,15.0,0.0,5.0,0.0
1552,32559,0.92,21,0.0,5.0,1.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,0.0
1553,20681,0.926,15,0.0,13.0,1.0,0.0,3.0,0.0,5.0,15.0,5.0,5.0,3.0
1554,26015,0.91,45,0.0,48.0,3.0,0.0,3.0,0.0,5.0,19.0,1.0,5.0,1.0
1555,30569,0.763,50,0.0,35.0,1.0,0.0,3.0,2.0,5.0,19.0,0.0,5.0,1.0
1556,1735,0.6890000000000001,63,0.0,41.0,3.0,0.0,3.0,0.0,5.0,18.0,7.0,1.0,0.0
1557,27272,0.92,39,0.0,5.0,1.0,0.0,1.0,0.0,5.0,16.0,4.0,2.0,0.0
1558,19059,0.92,18,0.0,5.0,3.0,1.0,0.0,0.0,5.0,15.0,8.0,6.0,0.0
1559,9111,0.8959999999999999,165,0.0,85.0,1.0,0.0,3.0,0.0,5.0,13.0,7.0,0.0,0.0
1560,12477,0.897,62,0.0,30.0,1.0,0.0,3.0,2.0,5.0,19.0,7.0,5.0,4.0
1561,1616,0.698,27,0.0,104.0,1.0,0.0,0.0,0.0,5.0,17.0,1.0,5.0,0.0
1562,24564,0.92,72,0.0,49.0,3.0,0.0,3.0,2.0,5.0,21.0,1.0,5.0,4.0
1563,13922,0.92,62,0.0,5.0,1.0,0.0,3.0,0.0,0.0,13.0,4.0,5.0,0.0
1564,2029,0.926,4,0.0,13.0,1.0,0.0,3.0,2.0,2.0,21.0,4.0,1.0,1.0
1565,17030,0.91,3,0.0,48.0,1.0,0.0,3.0,2.0,5.0,21.0,2.0,4.0,4.0
1566,20529,0.5579999999999999,100,1.0,3.0,3.0,0.0,3.0,0.0,5.0,16.0,7.0,5.0,0.0
1567,25583,0.92,79,1.0,49.0,3.0,0.0,3.0,0.0,5.0,1.0,8.0,6.0,0.0
1568,6958,0.924,139,0.0,6.0,1.0,0.0,3.0,0.0,5.0,19.0,3.0,5.0,0.0
1569,20341,0.92,47,0.0,5.0,1.0,0.0,3.0,2.0,5.0,13.0,3.0,5.0,0.0
1570,15199,0.92,9,1.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,7.0,5.0,0.0
1571,25388,0.624,22,1.0,64.0,3.0,0.0,3.0,2.0,5.0,13.0,3.0,5.0,0.0
1572,2602,0.624,222,0.0,64.0,1.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,0.0
1573,3729,0.92,34,0.0,5.0,1.0,0.0,0.0,1.0,6.0,15.0,2.0,5.0,0.0
1574,28089,0.939,24,0.0,70.0,0.0,1.0,1.0,0.0,5.0,14.0,4.0,5.0,0.0
1575,21471,0.624,43,1.0,64.0,3.0,1.0,3.0,0.0,5.0,11.0,8.0,6.0,0.0
1576,8251,0.624,194,0.0,64.0,1.0,0.0,3.0,2.0,5.0,15.0,3.0,6.0,0.0
1577,28157,0.92,7,0.0,5.0,1.0,0.0,3.0,0.0,5.0,7.0,0.0,5.0,2.0
1578,1294,0.926,40,1.0,13.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,3.0,6.0
1579,31964,0.92,57,0.0,5.0,1.0,0.0,3.0,2.0,5.0,7.0,7.0,1.0,0.0
1580,33081,0.624,105,0.0,64.0,3.0,0.0,0.0,0.0,5.0,7.0,1.0,5.0,0.0
1581,13016,0.92,61,0.0,5.0,1.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,1.0
1582,15949,0.897,18,0.0,30.0,1.0,0.0,3.0,2.0,5.0,17.0,8.0,6.0,1.0
1583,26687,0.926,4,0.0,13.0,0.0,1.0,3.0,2.0,5.0,16.0,7.0,4.0,4.0
1584,4653,0.926,22,0.0,13.0,1.0,1.0,3.0,1.0,6.0,17.0,8.0,5.0,6.0
1585,6800,0.738,73,0.0,21.0,3.0,0.0,0.0,0.0,5.0,4.0,1.0,6.0,5.0
1586,21215,0.92,43,0.0,5.0,0.0,0.0,3.0,0.0,5.0,11.0,4.0,5.0,0.0
1587,11037,0.884,96,0.0,99.0,1.0,0.0,3.0,1.0,6.0,1.0,8.0,6.0,0.0
1588,9597,0.91,26,1.0,48.0,3.0,1.0,0.0,0.0,5.0,0.0,8.0,6.0,0.0
1589,17642,0.698,33,0.0,29.0,3.0,1.0,3.0,5.0,6.0,22.0,8.0,6.0,6.0
1590,7590,0.92,176,0.0,5.0,3.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,0.0
1591,10631,0.624,20,1.0,64.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,5.0,6.0
1592,19448,0.939,314,1.0,103.0,1.0,0.0,3.0,0.0,5.0,17.0,3.0,5.0,1.0
1593,21608,0.897,5,0.0,30.0,1.0,0.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0
1594,31953,0.92,74,0.0,5.0,1.0,0.0,3.0,0.0,4.0,13.0,7.0,5.0,1.0
1595,3961,0.92,103,0.0,5.0,0.0,0.0,3.0,0.0,5.0,20.0,1.0,1.0,0.0
1596,7451,0.92,33,1.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,4.0
1597,2384,0.855,108,0.0,95.0,1.0,0.0,3.0,2.0,5.0,19.0,5.0,5.0,4.0
1598,24511,0.92,72,0.0,5.0,0.0,0.0,3.0,2.0,5.0,9.0,1.0,2.0,0.0
1599,31932,0.923,56,1.0,112.0,0.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,1.0
1600,10365,0.92,118,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,1.0
1601,26853,0.624,72,1.0,64.0,1.0,1.0,3.0,0.0,5.0,13.0,7.0,2.0,0.0
1602,19495,0.924,84,0.0,6.0,3.0,1.0,0.0,5.0,6.0,11.0,7.0,0.0,6.0
1603,15017,0.92,25,0.0,5.0,3.0,1.0,3.0,0.0,5.0,14.0,8.0,6.0,1.0
1604,28860,0.92,90,0.0,5.0,1.0,0.0,3.0,2.0,5.0,6.0,0.0,1.0,0.0
1605,20171,0.92,29,0.0,5.0,1.0,0.0,3.0,0.0,5.0,7.0,1.0,5.0,0.0
1606,2975,0.804,13,0.0,4.0,1.0,0.0,3.0,2.0,5.0,12.0,0.0,5.0,0.0
1607,31553,0.949,64,0.0,121.0,1.0,0.0,3.0,0.0,5.0,2.0,2.0,6.0,1.0
1608,16892,0.727,94,1.0,36.0,3.0,0.0,3.0,0.0,5.0,14.0,4.0,5.0,2.0
1609,26849,0.92,97,1.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,1.0
1610,26067,0.624,14,1.0,64.0,3.0,1.0,0.0,0.0,5.0,15.0,2.0,5.0,4.0
1611,14073,0.926,90,0.0,13.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0
1612,5250,0.92,94,0.0,5.0,3.0,0.0,2.0,3.0,5.0,13.0,8.0,5.0,6.0
1613,2994,0.92,6,0.0,5.0,1.0,0.0,3.0,0.0,5.0,18.0,3.0,5.0,0.0
1614,7167,0.897,8,0.0,30.0,1.0,0.0,3.0,2.0,5.0,16.0,0.0,6.0,0.0
1615,30284,0.92,15,0.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,1.0,5.0,1.0
1616,18309,0.624,56,1.0,64.0,1.0,1.0,0.0,0.0,5.0,1.0,8.0,6.0,6.0
1617,18951,0.91,100,0.0,48.0,1.0,0.0,3.0,0.0,5.0,17.0,1.0,5.0,2.0
1618,14133,0.92,22,0.0,5.0,1.0,0.0,3.0,0.0,0.0,19.0,4.0,1.0,1.0
1619,32615,0.92,85,0.0,49.0,1.0,1.0,3.0,4.0,6.0,20.0,2.0,4.0,1.0
1620,29968,0.789,75,1.0,14.0,0.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,0.0
1621,27421,0.624,43,1.0,64.0,0.0,1.0,3.0,0.0,5.0,13.0,3.0,5.0,0.0
1622,17508,0.91,2,0.0,48.0,1.0,0.0,3.0,0.0,5.0,14.0,4.0,5.0,0.0
1623,19407,0.624,43,0.0,64.0,1.0,0.0,3.0,0.0,5.0,16.0,6.0,5.0,3.0
1624,7721,0.949,35,0.0,121.0,3.0,0.0,3.0,0.0,5.0,21.0,7.0,1.0,1.0
1625,11577,0.926,29,0.0,13.0,1.0,0.0,3.0,0.0,1.0,14.0,1.0,5.0,2.0
1626,11498,0.624,48,1.0,64.0,0.0,0.0,3.0,0.0,5.0,13.0,8.0,0.0,6.0
1627,7278,0.579,21,1.0,102.0,3.0,1.0,1.0,1.0,6.0,13.0,8.0,6.0,5.0
1628,27202,0.92,50,1.0,5.0,1.0,0.0,3.0,0.0,5.0,6.0,8.0,6.0,0.0
1629,4016,0.92,78,0.0,5.0,3.0,0.0,3.0,2.0,5.0,21.0,6.0,4.0,1.0
1630,24248,0.926,86,0.0,13.0,3.0,0.0,3.0,4.0,6.0,13.0,4.0,5.0,6.0
1631,7412,0.924,39,0.0,6.0,1.0,1.0,0.0,1.0,6.0,0.0,4.0,5.0,0.0
1632,1874,0.738,9,1.0,21.0,3.0,1.0,0.0,0.0,5.0,14.0,8.0,6.0,5.0
1633,3145,0.865,104,0.0,118.0,1.0,0.0,3.0,1.0,6.0,7.0,5.0,5.0,0.0
1634,2939,0.754,100,0.0,101.0,1.0,0.0,3.0,0.0,5.0,17.0,1.0,5.0,2.0
1635,14043,0.7659999999999999,97,1.0,46.0,3.0,0.0,3.0,0.0,5.0,6.0,4.0,5.0,4.0
1636,26891,0.92,68,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,6.0,5.0,3.0
1637,23391,0.738,31,0.0,21.0,1.0,0.0,3.0,0.0,5.0,15.0,8.0,5.0,6.0
1638,12375,0.624,36,1.0,64.0,3.0,0.0,0.0,0.0,5.0,20.0,4.0,6.0,1.0
1639,23903,0.92,83,1.0,49.0,3.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,4.0
1640,10615,0.738,29,1.0,21.0,1.0,0.0,3.0,0.0,5.0,5.0,2.0,5.0,1.0
1641,31171,0.5579999999999999,5,0.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0
1642,23083,0.92,108,0.0,5.0,3.0,0.0,3.0,2.0,5.0,1.0,4.0,6.0,2.0
1643,33131,0.92,143,0.0,5.0,1.0,1.0,3.0,0.0,5.0,15.0,7.0,5.0,2.0
1644,3674,0.897,202,0.0,30.0,1.0,0.0,3.0,0.0,5.0,1.0,4.0,4.0,1.0
1645,17093,0.92,53,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,4.0
1646,31987,0.92,4,0.0,5.0,3.0,0.0,3.0,0.0,2.0,11.0,5.0,6.0,0.0
1647,6696,0.925,83,0.0,114.0,3.0,1.0,0.0,2.0,5.0,6.0,7.0,5.0,1.0
1648,20301,0.92,102,0.0,5.0,1.0,0.0,3.0,0.0,5.0,15.0,3.0,5.0,1.0
1649,24874,0.624,210,0.0,64.0,3.0,0.0,1.0,0.0,5.0,13.0,3.0,6.0,2.0
1650,29819,0.92,34,0.0,5.0,1.0,0.0,3.0,2.0,5.0,5.0,4.0,1.0,0.0
1651,11499,0.926,76,0.0,13.0,1.0,0.0,3.0,0.0,5.0,1.0,7.0,5.0,1.0
1652,30715,0.92,4,0.0,5.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,5.0,0.0
1653,18813,0.92,140,1.0,5.0,1.0,1.0,3.0,1.0,6.0,15.0,8.0,6.0,0.0
1654,20220,0.804,136,1.0,4.0,1.0,1.0,3.0,0.0,5.0,2.0,4.0,5.0,0.0
1655,3581,0.926,79,0.0,13.0,1.0,1.0,0.0,0.0,5.0,18.0,8.0,6.0,0.0
1656,28587,0.91,8,0.0,48.0,0.0,0.0,3.0,0.0,5.0,13.0,3.0,2.0,1.0
1657,1671,0.92,105,0.0,5.0,1.0,1.0,3.0,1.0,6.0,20.0,8.0,6.0,6.0
1658,28977,0.923,33,0.0,112.0,0.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,3.0
1659,16222,0.92,96,0.0,5.0,1.0,1.0,1.0,1.0,6.0,15.0,8.0,6.0,0.0
1660,15399,0.743,9,0.0,15.0,0.0,0.0,3.0,2.0,4.0,19.0,1.0,5.0,3.0
1661,14830,0.878,17,0.0,55.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,5.0,4.0
1662,16330,0.926,63,1.0,13.0,1.0,1.0,0.0,1.0,6.0,13.0,6.0,5.0,0.0
1663,33380,0.923,168,0.0,112.0,1.0,1.0,3.0,0.0,5.0,5.0,3.0,5.0,1.0
1664,977,0.92,54,0.0,5.0,1.0,0.0,0.0,1.0,6.0,15.0,8.0,6.0,0.0
1665,681,0.802,13,0.0,94.0,1.0,0.0,1.0,0.0,3.0,19.0,3.0,5.0,0.0
1666,7495,0.624,110,1.0,64.0,1.0,0.0,3.0,0.0,5.0,16.0,3.0,5.0,1.0
1667,30418,0.91,71,0.0,48.0,1.0,0.0,3.0,2.0,5.0,19.0,2.0,5.0,1.0
1668,16969,0.92,12,0.0,49.0,1.0,1.0,3.0,0.0,3.0,21.0,6.0,5.0,4.0
1669,18480,0.836,43,0.0,31.0,1.0,0.0,3.0,3.0,5.0,21.0,8.0,6.0,6.0
1670,22044,0.762,35,0.0,83.0,3.0,0.0,2.0,0.0,5.0,17.0,8.0,6.0,6.0
1671,9203,0.804,43,0.0,4.0,1.0,0.0,3.0,2.0,5.0,21.0,2.0,5.0,0.0
1672,15897,0.92,30,0.0,5.0,1.0,0.0,3.0,0.0,5.0,18.0,5.0,4.0,0.0
1673,13624,0.836,150,0.0,31.0,3.0,0.0,1.0,2.0,5.0,15.0,0.0,5.0,0.0
1674,20062,0.92,124,0.0,5.0,1.0,1.0,3.0,0.0,5.0,21.0,0.0,5.0,3.0
1675,9855,0.91,57,0.0,48.0,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,4.0
1676,26006,0.926,5,0.0,13.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,2.0
1677,8782,0.92,50,0.0,5.0,1.0,0.0,0.0,0.0,5.0,17.0,0.0,5.0,4.0
1678,19931,0.926,122,1.0,13.0,3.0,1.0,0.0,1.0,6.0,13.0,8.0,6.0,1.0
1679,13007,0.92,28,0.0,5.0,1.0,1.0,1.0,2.0,5.0,13.0,1.0,5.0,0.0
1680,10219,0.949,111,0.0,121.0,0.0,0.0,3.0,2.0,5.0,21.0,4.0,5.0,1.0
1681,27783,0.92,66,0.0,5.0,1.0,0.0,3.0,0.0,2.0,7.0,4.0,5.0,0.0
1682,19131,0.92,6,0.0,5.0,1.0,1.0,1.0,0.0,5.0,11.0,3.0,5.0,0.0
1683,7956,0.804,174,0.0,4.0,1.0,1.0,2.0,2.0,5.0,16.0,8.0,6.0,5.0
1684,3845,0.92,106,0.0,5.0,1.0,0.0,3.0,0.0,5.0,15.0,4.0,5.0,4.0
1685,28624,0.939,14,0.0,103.0,0.0,0.0,3.0,2.0,5.0,8.0,0.0,5.0,0.0
1686,19669,0.754,28,0.0,101.0,1.0,0.0,1.0,0.0,5.0,17.0,0.0,5.0,0.0
1687,27715,0.924,35,0.0,6.0,1.0,1.0,3.0,1.0,6.0,21.0,7.0,5.0,4.0
1688,7190,0.925,168,0.0,120.0,1.0,0.0,3.0,0.0,5.0,21.0,7.0,6.0,2.0
1689,28075,0.897,112,0.0,30.0,1.0,0.0,3.0,2.0,5.0,14.0,4.0,6.0,0.0
1690,32502,0.91,312,0.0,48.0,1.0,0.0,3.0,0.0,5.0,3.0,4.0,5.0,4.0
1691,28517,0.897,14,0.0,30.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,1.0,1.0
1692,2572,0.924,95,0.0,6.0,1.0,0.0,3.0,2.0,5.0,1.0,3.0,5.0,6.0
1693,8634,0.913,50,0.0,91.0,1.0,0.0,3.0,2.0,5.0,21.0,8.0,6.0,4.0
1694,24281,0.624,103,0.0,64.0,1.0,0.0,0.0,2.0,5.0,16.0,4.0,5.0,1.0
1695,16479,0.887,4,1.0,2.0,1.0,1.0,3.0,1.0,6.0,16.0,1.0,5.0,0.0
1696,29705,0.624,200,1.0,64.0,2.0,0.0,1.0,5.0,6.0,20.0,0.0,5.0,0.0
1697,5311,0.887,12,1.0,2.0,3.0,1.0,1.0,0.0,5.0,21.0,8.0,6.0,1.0
1698,32590,0.624,56,1.0,64.0,1.0,1.0,0.0,0.0,5.0,15.0,8.0,6.0,6.0
1699,13575,0.895,53,0.0,1.0,1.0,0.0,3.0,0.0,5.0,21.0,4.0,5.0,0.0
1700,19782,0.624,59,0.0,64.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,5.0,2.0
1701,14336,0.92,14,0.0,5.0,1.0,0.0,3.0,0.0,5.0,7.0,4.0,2.0,1.0
1702,4335,0.92,142,0.0,5.0,0.0,0.0,3.0,0.0,5.0,7.0,2.0,5.0,4.0
1703,26182,0.527,17,0.0,24.0,1.0,0.0,3.0,0.0,5.0,19.0,8.0,6.0,4.0
1704,31612,0.754,14,0.0,101.0,1.0,0.0,3.0,2.0,5.0,5.0,3.0,5.0,1.0
1705,23175,0.92,80,0.0,5.0,3.0,1.0,3.0,0.0,0.0,15.0,1.0,5.0,5.0
1706,15041,0.92,13,0.0,5.0,2.0,1.0,3.0,0.0,5.0,4.0,3.0,4.0,4.0
1707,26416,0.624,3,0.0,64.0,1.0,1.0,0.0,1.0,6.0,11.0,8.0,6.0,6.0
1708,26048,0.92,73,0.0,5.0,1.0,1.0,0.0,1.0,6.0,16.0,8.0,6.0,0.0
1709,3162,0.92,48,0.0,5.0,1.0,0.0,3.0,2.0,5.0,1.0,5.0,5.0,3.0
1710,4880,0.92,50,0.0,5.0,1.0,0.0,3.0,2.0,5.0,7.0,3.0,5.0,4.0
1711,23144,0.7759999999999999,14,0.0,56.0,1.0,0.0,3.0,0.0,2.0,16.0,0.0,5.0,4.0
1712,10996,0.91,96,0.0,48.0,1.0,0.0,3.0,0.0,5.0,3.0,4.0,5.0,4.0
1713,22619,0.698,156,1.0,104.0,3.0,1.0,0.0,0.0,5.0,14.0,8.0,5.0,0.0
1714,15968,0.754,3,0.0,101.0,1.0,0.0,3.0,0.0,5.0,17.0,1.0,5.0,0.0
1715,33150,0.92,4,1.0,5.0,1.0,0.0,3.0,0.0,5.0,11.0,8.0,6.0,6.0
1716,33056,0.624,12,1.0,64.0,1.0,0.0,3.0,2.0,5.0,13.0,4.0,1.0,0.0
1717,9264,0.923,17,0.0,112.0,1.0,0.0,3.0,2.0,5.0,9.0,3.0,5.0,3.0
1718,28291,0.92,63,0.0,49.0,3.0,0.0,3.0,2.0,5.0,21.0,7.0,3.0,0.0
1719,4392,0.698,22,0.0,98.0,1.0,0.0,0.0,0.0,5.0,11.0,3.0,5.0,0.0
1720,3300,0.84,52,0.0,38.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,2.0
1721,30825,0.92,34,0.0,5.0,0.0,1.0,0.0,0.0,5.0,11.0,3.0,6.0,6.0
1722,30500,0.924,79,0.0,6.0,1.0,0.0,0.0,1.0,6.0,1.0,8.0,6.0,0.0
1723,22662,0.855,107,0.0,95.0,1.0,0.0,3.0,2.0,5.0,21.0,3.0,5.0,0.0
1724,10417,0.92,92,1.0,5.0,1.0,0.0,3.0,0.0,1.0,9.0,4.0,5.0,0.0
1725,6777,0.926,14,0.0,13.0,3.0,0.0,3.0,1.0,6.0,16.0,2.0,5.0,1.0
1726,12333,0.74,46,1.0,37.0,3.0,1.0,3.0,0.0,5.0,13.0,8.0,6.0,5.0
1727,11021,0.92,16,0.0,5.0,1.0,0.0,3.0,0.0,5.0,17.0,3.0,5.0,3.0
1728,241,0.92,196,0.0,5.0,1.0,0.0,3.0,0.0,5.0,17.0,7.0,5.0,3.0
1729,30935,0.624,42,0.0,64.0,1.0,0.0,0.0,0.0,5.0,15.0,1.0,5.0,0.0
1730,29164,0.92,60,0.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0
1731,19711,0.855,138,1.0,95.0,1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,3.0
1732,4775,0.925,68,0.0,120.0,1.0,0.0,3.0,0.0,5.0,17.0,4.0,5.0,0.0
1733,26429,0.89,6,0.0,82.0,1.0,1.0,0.0,2.0,2.0,11.0,8.0,6.0,0.0
1734,8464,0.579,62,1.0,102.0,3.0,0.0,3.0,0.0,5.0,11.0,8.0,6.0,5.0
1735,21021,0.92,107,0.0,5.0,1.0,0.0,3.0,0.0,5.0,3.0,4.0,1.0,0.0
1736,29504,0.92,55,0.0,5.0,1.0,0.0,3.0,2.0,5.0,21.0,2.0,4.0,4.0
1737,898,0.949,32,1.0,121.0,1.0,0.0,3.0,1.0,6.0,6.0,0.0,5.0,1.0
1738,10524,0.624,174,0.0,64.0,1.0,0.0,3.0,0.0,5.0,19.0,1.0,5.0,4.0
1739,22051,0.762,34,1.0,83.0,1.0,0.0,3.0,2.0,5.0,14.0,8.0,5.0,2.0
1740,28245,0.924,3,0.0,6.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,5.0,4.0
1741,28221,0.92,20,1.0,49.0,0.0,1.0,3.0,0.0,2.0,11.0,8.0,6.0,0.0
1742,9917,0.754,94,0.0,101.0,3.0,0.0,3.0,0.0,5.0,17.0,5.0,5.0,5.0
1743,24567,0.91,20,1.0,48.0,1.0,1.0,3.0,2.0,5.0,6.0,3.0,5.0,4.0
1744,14526,0.698,6,0.0,43.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,5.0,1.0
1745,32662,0.624,112,1.0,64.0,1.0,0.0,3.0,0.0,5.0,15.0,5.0,5.0,2.0
1746,9853,0.764,45,0.0,57.0,1.0,0.0,3.0,0.0,5.0,16.0,7.0,1.0,0.0
1747,20176,0.91,12,0.0,48.0,1.0,1.0,3.0,1.0,6.0,11.0,8.0,6.0,6.0
1748,29611,0.624,134,1.0,64.0,3.0,0.0,3.0,0.0,5.0,7.0,7.0,5.0,4.0
1749,27473,0.92,9,1.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,2.0,5.0,4.0
1750,5237,0.92,48,0.0,5.0,3.0,0.0,3.0,0.0,3.0,16.0,2.0,5.0,4.0
1751,1331,0.8270000000000001,92,0.0,78.0,1.0,0.0,0.0,2.0,5.0,17.0,5.0,1.0,1.0
1752,19844,0.92,160,0.0,49.0,1.0,0.0,3.0,0.0,5.0,14.0,1.0,4.0,1.0
1753,6700,0.926,40,0.0,13.0,1.0,0.0,3.0,3.0,5.0,21.0,4.0,5.0,4.0
1754,21080,0.698,105,1.0,119.0,3.0,0.0,1.0,0.0,5.0,14.0,8.0,6.0,0.0
1755,10257,0.92,160,0.0,5.0,3.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,0.0
1756,26844,0.91,103,0.0,48.0,1.0,0.0,3.0,0.0,5.0,12.0,4.0,5.0,0.0
1757,31093,0.92,78,1.0,5.0,0.0,1.0,3.0,0.0,2.0,7.0,8.0,6.0,4.0
1758,15688,0.926,9,0.0,13.0,3.0,0.0,3.0,0.0,5.0,2.0,2.0,5.0,1.0
1759,24563,0.624,40,1.0,64.0,3.0,0.0,0.0,0.0,5.0,13.0,4.0,0.0,0.0
1760,26780,0.897,14,0.0,30.0,1.0,0.0,0.0,2.0,5.0,20.0,8.0,6.0,1.0
1761,25317,0.527,198,1.0,24.0,1.0,0.0,3.0,0.0,5.0,16.0,1.0,5.0,2.0
1762,33374,0.913,3,0.0,91.0,1.0,0.0,3.0,5.0,6.0,1.0,8.0,6.0,1.0
1763,5396,0.804,17,0.0,4.0,1.0,1.0,0.0,1.0,6.0,15.0,8.0,6.0,0.0
1764,23642,0.55,37,1.0,11.0,1.0,1.0,3.0,0.0,5.0,15.0,8.0,6.0,6.0
1765,2283,0.926,16,0.0,13.0,1.0,0.0,3.0,0.0,5.0,10.0,1.0,5.0,1.0
1766,29822,0.722,13,0.0,17.0,1.0,0.0,3.0,0.0,5.0,1.0,4.0,5.0,0.0
1767,5555,0.92,14,0.0,5.0,2.0,0.0,3.0,0.0,5.0,12.0,3.0,4.0,0.0
1768,29851,0.866,155,0.0,89.0,1.0,0.0,0.0,1.0,6.0,13.0,8.0,6.0,0.0
1769,20294,0.7959999999999999,77,0.0,63.0,1.0,0.0,3.0,0.0,5.0,19.0,5.0,5.0,2.0
1770,24562,0.92,36,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,0.0
1771,1485,0.92,42,0.0,5.0,3.0,0.0,3.0,0.0,6.0,6.0,4.0,5.0,4.0
1772,7471,0.698,10,0.0,104.0,1.0,0.0,0.0,0.0,5.0,2.0,7.0,5.0,1.0
1773,10243,0.91,14,0.0,48.0,1.0,1.0,0.0,1.0,6.0,14.0,8.0,6.0,0.0
1774,1051,0.915,16,1.0,122.0,1.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,0.0
1775,27955,0.8959999999999999,116,1.0,85.0,1.0,0.0,3.0,0.0,5.0,5.0,1.0,5.0,4.0
1776,5490,0.92,310,0.0,5.0,1.0,1.0,0.0,1.0,6.0,14.0,8.0,5.0,6.0
1777,16583,0.624,53,1.0,64.0,1.0,1.0,3.0,1.0,6.0,20.0,8.0,6.0,6.0
1778,32032,0.92,70,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,1.0,2.0,0.0
1779,5454,0.92,22,0.0,49.0,1.0,0.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0
1780,3058,0.924,41,0.0,6.0,1.0,0.0,3.0,2.0,5.0,8.0,5.0,5.0,0.0
1781,4705,0.855,66,0.0,95.0,0.0,0.0,3.0,0.0,2.0,13.0,4.0,5.0,2.0
1782,14732,0.939,13,0.0,70.0,1.0,1.0,3.0,3.0,5.0,14.0,8.0,4.0,0.0
1783,26569,0.92,47,0.0,5.0,1.0,0.0,3.0,0.0,5.0,21.0,8.0,6.0,2.0
1784,33256,0.698,106,0.0,98.0,1.0,1.0,0.0,0.0,5.0,11.0,8.0,6.0,1.0
1785,5789,0.878,24,1.0,55.0,1.0,0.0,3.0,2.0,5.0,2.0,1.0,5.0,0.0
1786,28019,0.92,11,1.0,5.0,0.0,0.0,3.0,0.0,3.0,11.0,8.0,6.0,1.0
1787,21908,0.91,146,0.0,48.0,1.0,0.0,3.0,0.0,5.0,15.0,7.0,5.0,4.0
1788,16494,0.91,40,0.0,48.0,1.0,0.0,3.0,0.0,0.0,21.0,4.0,0.0,2.0
1789,21446,0.624,19,1.0,64.0,3.0,0.0,0.0,0.0,5.0,11.0,4.0,1.0,0.0
1790,12707,0.848,34,0.0,69.0,1.0,0.0,0.0,0.0,5.0,21.0,8.0,6.0,2.0
1791,14283,0.762,16,0.0,83.0,1.0,0.0,3.0,0.0,5.0,7.0,4.0,5.0,0.0
1792,15959,0.92,51,0.0,49.0,1.0,0.0,3.0,2.0,5.0,1.0,4.0,6.0,3.0
1793,29154,0.92,142,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,6.0,0.0
1794,11379,0.92,88,0.0,5.0,1.0,1.0,3.0,4.0,6.0,17.0,8.0,6.0,6.0
1795,9401,0.624,76,0.0,64.0,1.0,0.0,3.0,0.0,5.0,17.0,1.0,1.0,1.0
1796,22256,0.698,59,0.0,68.0,1.0,1.0,0.0,0.0,5.0,13.0,8.0,6.0,0.0
1797,12452,0.804,43,0.0,4.0,3.0,1.0,3.0,0.0,5.0,20.0,4.0,5.0,0.0
